"n_tested","pct_survive","mean_raw","mean_adj","mean_atten"
256,4.6875,0.103099954319847,0.126646555779233,-0.0235466014593856
256,7.421875,0.100657933968525,0.124616728295378,-0.0239587943268529
256,9.765625,0.136748459900893,0.145754280865021,-0.00900582096412826
256,7.421875,0.135549351105323,0.11978601841155,0.0157633326937737
256,11.71875,0.114852164356483,0.144898669990315,-0.030046505633832
256,4.6875,0.101686912617487,0.105971760684799,-0.00428484806731198
256,8.203125,0.137461807231348,0.123236132785676,0.0142256744456721
256,10.15625,0.14252704146862,0.139834857520904,0.00269218394771611
256,8.59375,0.126271813936441,0.140265948208639,-0.013994134272198
256,6.25,0.107421463085435,0.123731094757488,-0.0163096316720526
256,8.59375,0.115395957927054,0.141227590425779,-0.0258316324987248
256,13.671875,0.1552409470147,0.143006850602719,0.0122340964119808
256,6.25,0.10610721984693,0.117265470574791,-0.0111582507278617
256,9.765625,0.108451907180146,0.141860788357043,-0.0334088811768965
